fieldsurfacetype,streetno,sportsplayed,facilityname,numberfieldcourts,facilitycondition,facilityupgradeage,facility_id,postcode,facilityage,streettype,changerooms,longitude,latitude,faciltysportplayedid,objectid,suburbtown,lga,streetname
null,78,Fitness / Gymnasium Workouts,Curves Greensborough,null,5. Very Good,N/A,BANYUL12811,3087,6 - 10 Years,Street,null,145.093652,-37.711743,21309,427,WATSONIA,BANYULE,Nepean
null,7/445,Fitness / Gymnasium Workouts,Gym on Grimshaw,null,4. Good,N/A,BANYUL12797,3083,6 - 10 Years,Street,null,145.071402,-37.702087,21285,428,BUNDOORA,BANYULE,Grimshaw
null,137,Fitness / Gymnasium Workouts,Innerstrength Ivanhoe - Womens Health and Fitness,null,5. Very Good,N/A,BANYUL12807,3079,0 - 5 Years,Road,null,145.042375,-37.768672,21305,429,IVANHOE,BANYULE,Upper Heidelberg
null,null,Fitness / Gymnasium Workouts,Ivanhoe Aquatic & Fitness Centre,null,4. Good,11 + Years,BANYUL12828,3079,26 - 50 Years,Road,"Female, Male",145.043423,-37.76226,21345,430,IVANHOE,BANYULE,Waterdale
null,584,Fitness / Gymnasium Workouts,Jetts Fitness Bundoora,null,null,null,BANYUL12832,3083,null,Street,null,145.058126,-37.700019,21355,431,BUNDOORA,DAREBIN,Grimshaw
null,157,Fitness / Gymnasium Workouts,Macleod Recreation & Fitness Centre,1,4. Good,N/A,BANYUL12837,3085,26 - 50 Years,Street,"Female, Male",145.068971,-37.723317,21368,432,MACLEOD,BANYULE,Wungan
null,15,Fitness / Gymnasium Workouts,Olympic Leisure Centre,1,4. Good,N/A,BANYUL12841,3081,26 - 50 Years,Road,"Female, Male",145.040629,-37.740147,21380,433,WEST HEIDELBERG,BANYULE,Alamein
null,89,Fitness / Gymnasium Workouts,Snap Fitness Heidelberg,null,5. Very Good,N/A,BANYUL12816,3084,0 - 5 Years,Street,null,145.069229,-37.756312,21324,434,HEIDELBERG,BANYULE,Burgundy
null,57,Fitness / Gymnasium Workouts,Take2 Fitness For Women,null,5. Very Good,N/A,BANYUL12809,3084,0 - 5 Years,Parade,null,145.065542,-37.743578,21307,435,ROSANNA,BANYULE,Beetham
null,298,Fitness / Gymnasium Workouts,The Rusty Barbell,null,null,null,BANYUL12850,3081,null,Street,null,145.046086,-37.751137,21401,436,WEST HEIDELBERG,BANYULE,Bell
50m Pool - Outdoor,null,Fitness / Gymnasium Workouts,WaterMarc,3,5. Very Good,< 1 Years,BANYUL12823,3088,0 - 5 Years,Street,"Female, Male, Unisex",145.104566,-37.704373,21335,437,GREENSBOROUGH,BANYULE,Flintoff
18 Hole Course - Private,null,Golf,Heidelberg Golf Club,18,5. Very Good,N/A,BANYUL12826,3093,26 - 50 Years,Road,"Female, Male, Umpire/Officials",145.110374,-37.730757,21341,438,LOWER PLENTY,BANYULE,Main
9 Hole Course - Public,null,Golf,Ivanhoe Golf Course,9,4. Good,N/A,BANYUL12802,3079,26 - 50 Years,null,"Female, Male",145.057347,-37.779908,21292,439,IVANHOE,BANYULE,The Boulevard
18 Hole Course - Private,null,Golf,Rosanna Golf Club,18,4. Good,11 + Years,BANYUL12845,3093,51 Years +,Avenue,"Female, Male",145.104339,-37.744963,21393,440,LOWER PLENTY,BANYULE,Cleveland
null,14,Gymnastics,ACE Aerobics,null,null,null,BANYUL11462,3079,null,Parade,null,145.044149,-37.766449,27301,441,EAST IVANHOE VIC,BANYULE,Ivanhoe
null,80,Gymnastics,ACE Aerobics,null,null,null,BANYUL11476,3085,null,Street,null,145.044149,-37.766449,27302,442,HEIDELBERG,BANYULE,Hawdon
null,2,Gymnastics,Banyule Netball Stadium,null,5. Very Good,6 - 10 Years,BANYUL12798,3085,6 - 10 Years,Avenue,"Female, Male, Umpire/Officials",145.070395,-37.724356,26702,443,MACLEOD,BANYULE,Sommers
null,157,Gymnastics,Banyule YMCA,null,null,null,BANYUL11485,3085,null,Street,null,145.068185,-37.724417,27303,444,MACLEOD,BANYULE,Wungan
Artificial Turf,null,Hockey,Cyril Cummins Reserve,1,5. Very Good,6 - 10 Years,BANYUL12812,3081,6 - 10 Years,Parade,"Female, Male, Umpire/Officials",145.033537,-37.755193,21310,445,WEST HEIDELBERG,BANYULE,Liberty
Grass,null,Lawn Bowls,Bundoora Bowling Club,3,4. Good,N/A,BANYUL4261,null,26 - 50 Years,Parade,"Female, Male",145.062771,-37.697322,26728,446,BUNDOORA,BANYULE,Cameron
Grass,null,Lawn Bowls,City of Heidleberg Bowling Club,2,4. Good,N/A,BANYUL12806,3084,26 - 50 Years,Place,"Female, Male",145.062012,-37.754991,21304,447,HEIDELBERG,BANYULE,Barkly
Grass,null,Lawn Bowls,De Winton Park,2,4. Good,N/A,BANYUL12813,3084,51 Years +,Road,"Female, Male",145.067919,-37.746418,21314,448,ROSANNA,BANYULE,Grove
Grass,null,Lawn Bowls,Greensborough Bowling Club,2,null,null,BANYUL12846,3088,null,Avenue,null,145.097399,-37.714402,21394,449,GREENSBOROUGH,BANYULE,Sainsbury
Artificial Turf,null,Lawn Bowls,Heidelberg Golf Club,1,5. Very Good,N/A,BANYUL12826,3093,26 - 50 Years,Road,"Female, Male, Umpire/Officials",145.110374,-37.730757,21342,450,LOWER PLENTY,BANYULE,Main
Grass,null,Lawn Bowls,Ivanhoe Park,1,4. Good,6 - 10 Years,BANYUL12829,3079,26 - 50 Years,Road,"Female, Male",145.051829,-37.772888,21350,451,IVANHOE,BANYULE,Lower Heidelberg
Grass,null,Lawn Bowls,John Street Reserve,2,4. Good,1 - 5 Years,BANYUL12833,3079,26 - 50 Years,Street,"Female, Male",145.043779,-37.770918,21356,452,IVANHOE,BANYULE,John
Grass,null,Lawn Bowls,Petrie Park,2,4. Good,N/A,BANYUL12844,3094,26 - 50 Years,Road,null,145.125934,-37.717216,21392,453,MONTMORENCY,BANYULE,Mountain View
Synthetic,2,Netball,Banyule Netball Stadium,2,5. Very Good,6 - 10 Years,BANYUL12798,3085,6 - 10 Years,Avenue,"Female, Male, Umpire/Officials",145.070395,-37.724356,21286,454,MACLEOD,BANYULE,Sommers
Wooden Gymnasium,2,Netball (Indoor),Banyule Netball Stadium,2,5. Very Good,6 - 10 Years,BANYUL12798,3085,6 - 10 Years,Avenue,"Female, Male, Umpire/Officials",145.070395,-37.724356,26699,455,MACLEOD,BANYULE,Sommers
Wooden Gymnasium,15,Netball (Indoor),Olympic Leisure Centre,1,4. Good,N/A,BANYUL12841,3081,26 - 50 Years,Road,"Female, Male",145.040629,-37.740147,21381,456,WEST HEIDELBERG,BANYULE,Alamein
null,null,Skating,Kalparrin Gardens,1,null,null,BANYUL12834,3088,null,Street,null,145.099894,-37.699253,21358,457,GREENSBOROUGH,BANYULE,Yando
Grass,null,Soccer,Banyule Flats Reserve,2,3. Average,N/A,BANYUL12799,3084,26 - 50 Years,Road,"Male, Umpire/Officials",145.08857,-37.747777,21288,458,VIEWBANK,BANYULE,Banyule
Grass,null,Soccer,Cartledge Reserve,2,3. Average,N/A,BANYUL12803,3079,26 - 50 Years,Street,"Male, Umpire/Officials",145.034231,-37.760286,21295,459,IVANHOE,BANYULE,Valentine
Grass,null,Soccer,Elder Street Reserve,1,5. Very Good,< 1 Years,BANYUL12815,3087,26 - 50 Years,Street,"Female, Male, Umpire/Officials, Unisex",145.090947,-37.71493,21322,460,WATSONIA,BANYULE,Elder
Grass,null,Soccer,Gabonia Avenue Reserve,1,3. Average,N/A,BANYUL12819,3087,26 - 50 Years,Avenue,Male,145.087218,-37.714772,21328,461,WATSONIA,BANYULE,Gabonia
Grass,null,Soccer,James Reserve,1,3. Average,N/A,BANYUL12831,3081,26 - 50 Years,Street,Male,145.052201,-37.749856,21354,462,HEIDELBERG HEIGHTS,BANYULE,James
Grass,null,Soccer,Olympic Park,2,3. Average,N/A,BANYUL12842,3081,26 - 50 Years,Parade,Male,145.035075,-37.738083,21388,463,WEST HEIDELBERG,BANYULE,Liberty
null,null,Australian Rules Football,Hurlingham Park,1,4. Good,null,BAYSID5402,null,51 Years +,null,null,145.0144,-37.9103,27651,759,null,BAYSIDE,null
Grass,null,Soccer,Partingtons Flat,1,5. Very Good,1 - 5 Years,BANYUL12843,3088,11 - 25 Years,Avenue,"Male, Umpire/Officials",145.103027,-37.697878,21389,464,GREENSBOROUGH,BANYULE,Kalparrin
Grass,null,Soccer,Yallambie Park,1,2. Poor,N/A,BANYUL12857,3085,26 - 50 Years,Drive,"Male, Umpire/Officials",145.106565,-37.728769,21413,465,YALLAMBIE,BANYULE,Kardinia
Artificial Turf,9,Tennis (Outdoor),Cowes Recreation Reserve,4,null,null,BASSCO11895,3922,null,Street,null,145.247337,-38.451054,19538,578,COWES,BASS COAST,Chapel
Wooden Gymnasium,2,Soccer (Indoor Soccer / Futsal),Banyule Netball Stadium,null,5. Very Good,6 - 10 Years,BANYUL12798,3085,6 - 10 Years,Avenue,"Female, Male, Umpire/Officials",145.070395,-37.724356,26700,466,MACLEOD,BANYULE,Sommers
Wooden Gymnasium,15,Soccer (Indoor Soccer / Futsal),Olympic Leisure Centre,1,4. Good,N/A,BANYUL12841,3081,26 - 50 Years,Road,"Female, Male",145.040629,-37.740147,21382,467,WEST HEIDELBERG,BANYULE,Alamein
"25m Pool - Indoor, Childrens Learning Pool",null,Swimming,Ivanhoe Aquatic & Fitness Centre,2,4. Good,11 + Years,BANYUL12828,3079,26 - 50 Years,Road,"Female, Male",145.043423,-37.76226,21346,468,IVANHOE,BANYULE,Waterdale
"25m Pool - Indoor, Toddlers Pool",15,Swimming,Olympic Leisure Centre,1,4. Good,N/A,BANYUL12841,3081,26 - 50 Years,Road,"Female, Male",145.040629,-37.740147,21383,469,WEST HEIDELBERG,BANYULE,Alamein
null,null,Swimming,Yarra Swim School,null,4. Good,N/A,BANYUL12858,3088,26 - 50 Years,Way,"Female, Male",145.097399,-37.714402,21415,470,GREENSBOROUGH,BANYULE,Liat
Hard Court,null,Tennis (Outdoor),Central Park,4,3. Average,N/A,BANYUL12804,3088,11 - 25 Years,Lane,null,145.105598,-37.715628,21297,471,GREENSBOROUGH,BANYULE,Plenty
Artificial Turf,null,Tennis (Outdoor),Chelsworth Park,3,5. Very Good,N/A,BANYUL12805,3079,26 - 50 Years,Road,null,145.049173,-37.77672,21301,472,IVANHOE,BANYULE,Irvine
Hard Court,null,Tennis (Outdoor),Chelsworth Park,4,5. Very Good,N/A,BANYUL12805,3079,26 - 50 Years,Road,null,145.049173,-37.77672,21302,473,IVANHOE,BANYULE,Irvine
Hard Court,null,Tennis (Outdoor),Cyril Cummins Reserve,4,null,null,BANYUL12812,3081,null,Parade,null,145.033537,-37.755193,21311,474,WEST HEIDELBERG,BANYULE,Liberty
Hard Court,null,Tennis (Outdoor),De Winton Park,5,4. Good,N/A,BANYUL12813,3084,26 - 50 Years,Road,null,145.067919,-37.746418,21315,475,ROSANNA,BANYULE,Grove
Hard Court,null,Tennis (Outdoor),Dunvegan Reserve,4,null,null,BANYUL12814,3085,null,Avenue,null,145.070588,-37.722727,21318,476,MACLEOD,BANYULE,Sommers
Hard Court,null,Tennis (Outdoor),Eaglemont Tennis Club,10,null,null,BANYUL12861,3079,null,null,null,145.062318,-37.778907,21422,477,IVANHOE EAST,BANYULE,The Boulevard
Hard Court,null,Tennis (Outdoor),Elder Street Reserve,6,3. Average,N/A,BANYUL12815,3087,26 - 50 Years,Street,null,145.090947,-37.71493,21323,478,WATSONIA,BANYULE,Elder
Hard Court,null,Tennis (Outdoor),Greensborough Park,4,null,null,BANYUL12822,3088,null,Road,null,145.106353,-37.700383,21334,479,GREENSBOROUGH,BANYULE,Diamond Creek
Hard Court,null,Tennis (Outdoor),Heidelberg Cricket Ground,4,3. Average,N/A,BANYUL12825,3084,26 - 50 Years,Road,null,145.072988,-37.753959,21340,480,HEIDELBERG,BANYULE,Beverley
Hard Court,null,Tennis (Outdoor),Ivanhoe Park,2,3. Average,11 + Years,BANYUL12829,3079,26 - 50 Years,Road,null,145.051829,-37.772888,21351,481,IVANHOE,BANYULE,Lower Heidelberg
Hard Court,null,Tennis (Outdoor),Ivanhoe Tennis Club,4,3. Average,N/A,BANYUL12830,3079,26 - 50 Years,Street,null,145.031895,-37.762839,21352,482,IVANHOE,BANYULE,Ford
Hard Court,null,Tennis (Outdoor),John Street Reserve,3,4. Good,N/A,BANYUL12833,3079,26 - 50 Years,Street,null,145.043779,-37.770918,21357,483,IVANHOE,BANYULE,John
Hard Court,null,Tennis (Outdoor),Kalparrin Gardens,4,3. Average,N/A,BANYUL12834,3088,11 - 25 Years,Street,"Female, Male",145.099894,-37.699253,21359,484,GREENSBOROUGH,BANYULE,Yando
Hard Court,null,Tennis (Outdoor),Macleod Park,6,3. Average,N/A,BANYUL12836,3085,26 - 50 Years,Street,null,145.06907,-37.72902,21364,485,MACLEOD,BANYULE,Ruthven
Artificial Turf,157,Tennis (Outdoor),Macleod Recreation & Fitness Centre,4,3. Average,N/A,BANYUL12837,3085,26 - 50 Years,Street,"Female, Male",145.068971,-37.723317,21369,486,MACLEOD,BANYULE,Wungan
Artificial Turf,null,Tennis (Outdoor),Malcolm Blair Reserve,null,null,null,BANYUL12838,3095,null,Drive,null,145.125942,-37.701774,21371,487,ELTHAM NORTH,BANYULE,Karingal
Hard Court,null,Tennis (Outdoor),Malcolm Blair Reserve,6,4. Good,N/A,BANYUL12838,3095,11 - 25 Years,Drive,null,145.125942,-37.701774,21372,488,ELTHAM NORTH,BANYULE,Karingal
Artificial Turf,null,Tennis (Outdoor),Montmorency Park North,9,4. Good,N/A,BANYUL12839,3094,26 - 50 Years,Road,null,145.113397,-37.715283,21375,489,MONTMORENCY,BANYULE,Para
Artificial Turf,null,Tennis (Outdoor),N J Telfer Reserve,8,3. Average,N/A,BANYUL12840,3083,26 - 50 Years,Drive,null,145.065326,-37.704732,21378,490,BUNDOORA,BANYULE,Greenwood
Hard Court,null,Tennis (Outdoor),Viewbank Reserve,8,4. Good,N/A,BANYUL12851,3084,26 - 50 Years,Road,null,145.092682,-37.740499,21402,491,VIEWBANK,BANYULE,Rutherford
Hard Court,null,Tennis (Outdoor),Warringal Parklands,6,4. Good,N/A,BANYUL12853,3084,26 - 50 Years,Road,null,145.079546,-37.752489,21406,492,HEIDELBERG,BANYULE,Beverley
Hard Court,null,Tennis (Outdoor),"Whatmough Park,",2,4. Good,N/A,BANYUL12854,3088,26 - 50 Years,Avenue,null,145.104116,-37.699948,21409,493,GREENSBOROUGH,BANYULE,Kalparrin
Hard Court,null,Tennis (Outdoor),Yallambie Park,6,4. Good,N/A,BANYUL12857,3085,26 - 50 Years,Drive,"Female, Male",145.106565,-37.728769,21414,494,YALLAMBIE,BANYULE,Kardinia
Wooden Gymnasium,15,Volleyball,Olympic Leisure Centre,1,4. Good,N/A,BANYUL12841,3081,26 - 50 Years,Road,"Female, Male",145.040629,-37.740147,21384,495,WEST HEIDELBERG,BANYULE,Alamein
null,9,null,Cowes Recreation Reserve,null,null,null,BASSCO11895,3922,null,Street,null,145.247337,-38.451054,19537,496,COWES,BASS COAST,Chapel
Grass,100,Australian Rules Football,Bass Recreation Oval,1,3. Average,null,BASSCO11891,3991,null,Avenue,Male,145.470741,-38.480834,19524,499,BASS,BASS COAST,Hade
Grass,9,Australian Rules Football,Cowes Recreation Reserve,1,null,null,BASSCO11895,3922,null,Street,Male,145.247337,-38.451054,19534,500,COWES,BASS COAST,Chapel
null,null,Basketball,Corinella Tennis and Bowls Club,null,null,null,BASSCO11893,3984,null,Parade,null,145.433028,-38.413097,19531,507,CORINELLA,BASS COAST,Anderson
Asphalt,39a,Basketball,Coronet Bay Recreation reserve,1,3. Average,null,BASSCO11894,3984,11 - 25 Years,Street,null,145.438135,-38.434736,19532,508,CORONET BAY,BASS COAST,Gellibrand
Wooden Gymnasium,12-Oct,Basketball,Phillip Island leisure Centre,1,4. Good,null,BASSCO11898,3922,11 - 25 Years,Street,null,145.24571,-38.452373,19544,510,COWES,BASS COAST,Church
null,39a,BMX,Coronet Bay Recreation reserve,1,3. Average,null,BASSCO11894,3984,0 - 5 Years,Street,null,145.438135,-38.434736,19533,512,CORONET BAY,BASS COAST,Gellibrand
Synthetic Pitch,100,Cricket,Bass Recreation Oval,2,null,null,BASSCO11891,3991,null,Avenue,null,145.470741,-38.480834,19525,514,BASS,BASS COAST,Hade
Synthetic Pitch,9,Cricket,Cowes Recreation Reserve,1,null,null,BASSCO11895,3922,null,Street,Male,145.247337,-38.451054,19535,515,COWES,BASS COAST,Chapel
Synthetic Pitch,null,Cricket,Glen Alvie Recreation Reserve,1,3. Average,null,BASSCO11901,3979,null,Road,Male,145.658444,-38.502487,19549,517,GLEN ALVIE,BASS COAST,Glen Alvie
Synthetic Pitch,null,Cricket,Rhyll Cricket Ground,1,null,null,BASSCO11908,3923,null,Road,null,145.29081,-38.462436,19562,521,RHYLL,BASS COAST,Cowes-Rhyll
Grass,null,Croquet,Phillip Island Croquet Club,1,3. Average,null,BASSCO11899,3922,6 - 10 Years,Road,null,145.246372,-38.459666,19545,525,COWES,BASS COAST,Dunsmore
Road,null,Cycling,Phillip Island Circuit,1,null,null,BASSCO5307,3922,null,null,null,145.23208,-38.5016,27555,528,COWES,BASS COAST,null
null,null,Disk Golf,Blue Gum Reserve,null,4. Good,null,BASSCO5563,3922,0 - 5 Years,Road,null,145.246372,-38.459666,27916,530,COWES,BASS COAST,Dunsmore
null,null,Equestrian,Ventnor Common,null,null,null,BASSCO11311,3922,null,Street,null,145.184361,-38.465303,26761,531,VENTNOR,BASS COAST,Lyall
null,null,Equestrian,Woolamai Racecourse,null,null,null,BASSCO11310,3991,null,Road,null,145.510761,-38.497237,26760,533,WOOLAMAI,BASS COAST,Trew
null,12-Oct,Fitness / Gymnasium Workouts,Phillip Island leisure Centre,1,4. Good,null,BASSCO11898,3922,11 - 25 Years,Street,"Female, Male",145.24571,-38.452373,19541,535,COWES,BASS COAST,Church
18 Hole Course - Public,null,Golf,Cowes Golf Club,1,null,null,BASSCO11896,3922,null,Road,null,145.256516,-38.454863,19539,536,COWES,BASS COAST,Settlement
18 Hole Course - Public,null,Golf,Lang Lang Golf Club,1,null,null,BASSCO11906,3984,null,Hwy,null,145.605615,-38.342252,19558,537,LANG LANG,BASS COAST,South Gippsland
Artificial Turf,null,Lawn Bowls,Corinella Tennis and Bowls Club,1,4. Good,null,BASSCO11893,3984,11 - 25 Years,Parade,Unisex,145.433028,-38.413097,19529,539,CORINELLA,BASS COAST,Anderson
Artificial Turf,40,Lawn Bowls,Phillip Island Bowling Club,2,4. Good,null,BASSCO5564,3922,null,Road,null,145.248716,-38.453623,27917,541,COWES,BASS COAST,Dunsmore
null,null,Motor Sports,Phillip Island Grand Prix Circuit,1,null,null,BASSCO11912,3922,null,Road,null,145.232687,-38.502413,19568,545,SMITHS BEACH,BASS COAST,Back beach
Asphalt,100,Netball,Bass Recreation Oval,1,null,null,BASSCO11891,3991,null,Avenue,null,145.470741,-38.480834,19526,547,BASS,BASS COAST,Hade
Synthetic,9,Netball,Cowes Recreation Reserve,2,null,null,BASSCO11895,3922,null,Street,null,145.247337,-38.451054,19536,548,COWES,BASS COAST,Chapel
Wooden Gymnasium,12-Oct,Netball (Indoor),Phillip Island leisure Centre,1,4. Good,null,BASSCO11898,3922,11 - 25 Years,Street,null,145.24571,-38.452373,19542,553,COWES,BASS COAST,Church
null,null,Sailing,Rhyll Yacht Club,null,null,null,BASSCO11217,3923,null,Road,null,145.306561,-38.464975,26758,556,RHYLL,BASS COAST,Beach
null,1835,Shooting Sports,Grantville Rifle Club,null,null,null,BASSCO5569,3990,null,Highway,null,145.507959,-38.428957,27926,558,GLEN FORBES,BASS COAST,Bass
null,9,Skating,Cowes Skate Park,1,2. Poor,null,BASSCO5572,3922,11 - 25 Years,Street,null,145.246266,-38.450945,27929,560,COWES,BASS COAST,Chapel
null,12-Oct,Squash / Racquetball,Phillip Island leisure Centre,1,4. Good,null,BASSCO11898,3922,11 - 25 Years,Street,null,145.24571,-38.452373,19543,568,COWES,BASS COAST,Church
null,null,Swimming,Cowes Outdoor Pool,1,4. Good,null,BASSCO11897,3922,null,Road,null,145.240686,-38.456624,19540,575,COWES,BASS COAST,Settlement
Asphalt,null,Tennis (Outdoor),Corinella Tennis and Bowls Club,2,2. Poor,null,BASSCO11893,3984,11 - 25 Years,Parade,null,145.433028,-38.413097,19530,577,CORINELLA,BASS COAST,Anderson
Asphalt,null,Tennis (Outdoor),Glen Forbes Recreation Reserve,1,2. Poor,null,BASSCO11920,null,26 - 50 Years,Road,null,145.542666,-38.459369,19587,579,GLEN FORBES,BASS COAST,Glen Forbes
Asphalt,null,Tennis (Outdoor),Grantville Tennis Club,1,3. Average,null,BASSCO11902,3984,11 - 25 Years,Hwy,null,145.532087,-38.40455,19550,580,GRANTVILLE,BASS COAST,Bass
Asphalt,1058-1060,Tennis (Outdoor),Kernot Recreation Reserve,2,3. Average,null,BASSCO5567,3979,11 - 25 Years,Road,null,145.598871,-38.42636,27924,581,KERNOT,BASS COAST,Loch Kernot
Asphalt,null,Tennis (Outdoor),Rhyll Park,1,3. Average,null,BASSCO11909,3923,11 - 25 Years,Road,Unisex,145.303234,-38.463056,19563,583,RHYLL,BASS COAST,Lock
Grass,null,Australian Rules Football,Bellbird Park Recreation Reserve,1,3. Average,11 + Years,BAWBAW12077,3818,26 - 50 Years,Road,Unisex,145.842993,-38.135303,19863,588,DROUIN,BAW BAW,Settlement
Grass,null,Australian Rules Football,Drouin Recreation Reserve,1,5. Very Good,N/A,BAWBAW12078,3818,0 - 5 Years,Street,"Female, Male, Umpire/Officials, Unisex",145.85887,-38.13238,19869,593,DROUIN,BAW BAW,Victoria
Grass,null,Australian Rules Football,Hallora Recreation Reserve,1,3. Average,11 + Years,BAWBAW12088,3818,26 - 50 Years,Road,Male,145.822667,-38.251238,19888,596,HALLORA,BAW BAW,Main South
Grass,null,Australian Rules Football,Longwarry Recreation Reserve,1,4. Good,< 1 Years,BAWBAW12092,3816,26 - 50 Years,Street,"Female, Male, Umpire/Officials",145.763789,-38.116862,19895,598,LONGWARRY,BAW BAW,Collett
null,null,Badminton,Drouin Recreation Reserve,3,3. Average,1 - 5 Years,BAWBAW12078,3818,26 - 50 Years,Street,null,145.85887,-38.13238,19870,604,DROUIN,BAW BAW,Victoria
Wooden Gymnasium,null,Basketball,Bellbird Park Indoor Stadium,2,3. Average,11 + Years,BAWBAW12084,3818,26 - 50 Years,Road,"Female, Male",145.842993,-38.135303,19884,608,DROUIN,BAW BAW,Settlement
Synthetic Pitch,null,Cricket,Athlone Recreation Reserve,1,2. Poor,N/A,BAWBAW12074,3818,6 - 10 Years,Road,null,145.77789,-38.240848,19855,619,ATHLONE,BAW BAW,Drouin-Poowong
Synthetic Pitch,null,Cricket,Bellbird Park Recreation Reserve,1,3. Average,11 + Years,BAWBAW12077,3818,26 - 50 Years,Road,Unisex,145.842993,-38.135303,19864,620,DROUIN,BAW BAW,Settlement
Synthetic Pitch,null,Cricket,Drouin Recreation Reserve,1,5. Very Good,N/A,BAWBAW12078,3818,0 - 5 Years,Street,Unisex,145.85887,-38.13238,19871,625,DROUIN,BAW BAW,Victoria
Synthetic Pitch,null,Cricket,Drouin Secondary College,1,3. Average,N/A,BAWBAW12150,3818,26 - 50 Years,Road,null,145.851613,-38.14571,19998,626,DROUIN,BAW BAW,Drouin-Korumburra
Turf Pitch,null,Cricket,Hallora Recreation Reserve,1,3. Average,11 + Years,BAWBAW12088,3818,26 - 50 Years,Road,Male,145.822667,-38.251238,19889,629,HALLORA,BAW BAW,Main South
Synthetic Pitch,null,Cricket,Longwarry Recreation Reserve,1,4. Good,< 1 Years,BAWBAW12092,3816,26 - 50 Years,Street,"Female, Male, Umpire/Officials",145.763789,-38.116862,19896,634,LONGWARRY,BAW BAW,Collett
Grass,null,Croquet,Drouin Croquet Club,2,2. Poor,N/A,BAWBAW12083,3818,51 Years +,Street,null,145.85612,-38.136907,19880,645,DROUIN,BAW BAW,Oak
null,119,Equestrian,Baw Baw Equestrian Centre,1,null,null,BAWBAW5522,3818,null,Road,null,145.862121,-38.202214,27857,656,LARDNER,BAW BAW,Burnt Store
null,null,Equestrian,Bellbird Park Recreation Reserve,2,1. Very Poor,N/A,BAWBAW12077,3818,26 - 50 Years,Road,null,145.842993,-38.135303,19865,657,DROUIN,BAW BAW,Settlement
null,null,Equestrian,"Bunyip Equestrian Park, Pound Rd Reserve",null,null,null,BAWBAW11313,3815,null,Road,null,145.711596,-38.103806,26763,658,BUNYIP,CARDINIA,Pound
null,435,Fitness / Gymnasium Workouts,Gregory's Fitness Centre,null,null,null,BAWBAW12086,3818,null,Road,null,145.862296,-38.088702,19886,666,DROUIN WEST,BAW BAW,Main Nerrim
18 Hole Course - Public,null,Golf,Drouin Golf and Country Club,27,5. Very Good,1 - 5 Years,BAWBAW12082,3818,26 - 50 Years,Road,null,145.832539,-38.101058,19878,671,DROUIN,BAW BAW,McGlone
9 Hole Course - Public,null,Golf,Drouin Golf and Country Club,27,5. Very Good,1 - 5 Years,BAWBAW12082,3818,26 - 50 Years,Road,null,145.832539,-38.101058,19879,672,DROUIN,BAW BAW,McGlone
Grass,null,Hockey,Bellbird Park Recreation Reserve,3,2. Poor,1 - 5 Years,BAWBAW12077,3818,26 - 50 Years,Road,Unisex,145.842993,-38.135303,19866,676,DROUIN,BAW BAW,Settlement
Artificial Turf,null,Hockey,Bellbird Park Recreation Reserve,1,2. Poor,N/A,BAWBAW12077,3818,11 - 25 Years,Road,Unisex,145.842993,-38.135303,19868,677,DROUIN,BAW BAW,Settlement
Grass,null,Lawn Bowls,Drouin Bowling Club,2,4. Good,N/A,BAWBAW12080,3818,null,way,null,145.85972,-38.138102,19875,679,DROUIN,BAW BAW,Princes
Grass,null,Lawn Bowls,Longwarry Bowls Club Inc.,1,null,null,BAWBAW12093,3816,null,Street,null,145.767998,-38.113247,19899,680,LONGWARRY,BAW BAW,Kennedy
Asphalt,null,Netball,Drouin Recreation Reserve,6,5. Very Good,N/A,BAWBAW12078,3818,0 - 5 Years,Street,Unisex,145.85887,-38.13238,19872,693,DROUIN,BAW BAW,Victoria
Asphalt,null,Netball,Longwarry Recreation Reserve,1,4. Good,< 1 Years,BAWBAW12092,3816,26 - 50 Years,Street,"Female, Male, Umpire/Officials",145.763789,-38.116862,19897,695,LONGWARRY,BAW BAW,Collett
Wooden Gymnasium,null,Netball (Indoor),Bellbird Park Indoor Stadium,2,3. Average,11 + Years,BAWBAW12084,3818,26 - 50 Years,Road,"Female, Male",145.842993,-38.135303,19881,701,DROUIN,BAW BAW,Settlement
null,56,Shooting Sports,Warragul Drouin Pistol Club,null,null,null,BAWBAW11203,3818,null,Road,null,145.869743,-38.16124,27167,704,DROUIN,BAW BAW,Greenshields
Concrete,null,Skating,Drouin Skate Park,1,4. Good,N/A,BAWBAW12079,3818,6 - 10 Years,Drive,null,145.857462,-38.134257,19874,705,DROUIN,BAW BAW,McCay
Grass,null,Soccer,Bellbird Park Recreation Reserve,2,2. Poor,N/A,BAWBAW12077,3818,11 - 25 Years,Road,Unisex,145.842993,-38.135303,19867,710,DROUIN,BAW BAW,Settlement
null,null,Squash / Racquetball,Bellbird Park Indoor Stadium,4,3. Average,11 + Years,BAWBAW12084,3818,26 - 50 Years,Road,"Female, Male",145.842993,-38.135303,19882,715,DROUIN,BAW BAW,Settlement
"50m Pool - Outdoor, Toddlers Pool",null,Swimming,Drouin Recreation Reserve,1,3. Average,N/A,BAWBAW12078,3818,51 Years +,Street,"Female, Male",145.85887,-38.13238,19873,717,DROUIN,BAW BAW,Victoria
